username_length,full_name_length,followers,following,posts,bio_length,has_external_url,has_profile_pic,is_private,is_verified,engagement_rate,label,follower_following_ratio,posts_per_follower
20,11,38947,171,75,69,0,1,1,0,0.0951693418606485,0,226.4360465116279,0.001925644449008935
6,21,7896,991,279,131,0,1,1,0,0.11318872996038751,0,7.959677419354839,0.03532987210333038
16,31,49900,581,145,57,1,1,1,0,0.11331277187715191,0,85.73883161512028,0.002905753391715597
20,6,98,7265,6,25,0,0,0,0,0.013645416935951962,1,0.01348747591522158,0.06060606060606061
18,33,30521,888,482,15,1,1,0,0,0.1029444420922713,0,34.3318335208099,0.015791887818622632
19,4,266,2461,7,16,0,1,1,0,0.0040369533708742075,1,0.10804224207961008,0.026217228464419477
17,34,6128,1037,287,61,1,1,0,0,0.02493186028970224,0,5.903660886319845,0.04682656224506445
18,2,230,3038,19,15,1,1,0,0,0.003786712958326559,1,0.07568279039157617,0.08225108225108226
13,10,14586,521,66,35,1,1,0,0,0.04347413041279156,0,27.942528735632184,0.004524576677863852
19,34,25541,392,402,100,0,1,0,0,0.09886826926279552,0,64.98982188295166,0.015738783180643645
18,1,287,3845,10,28,0,0,0,0,0.005526538579411238,1,0.07462298491939677,0.034722222222222224
7,25,15520,1223,428,91,0,1,1,0,0.044176632373308926,0,12.679738562091503,0.027575542812963084
29,0,217,3270,2,3,0,0,0,0,0.017648026689196985,1,0.06634056863344542,0.009174311926605505
26,2,52,3748,19,28,0,1,0,0,0.01211356301024551,1,0.013870365430781541,0.3584905660377358
25,7,213,6481,9,6,1,0,0,0,0.012124961198930948,1,0.03286022832459118,0.04205607476635514
19,33,6909,1039,76,28,0,1,0,0,0.05150605517324413,0,6.6432692307692305,0.010998552821997106
18,4,271,4459,4,16,0,0,0,0,0.010660657698781533,1,0.060762331838565026,0.014705882352941176
16,26,14259,1590,420,77,1,1,0,0,0.09898839407383073,0,8.962287869264614,0.029453015427769985
22,2,176,959,1,29,0,1,1,0,0.014421752173955842,1,0.18333333333333332,0.005649717514124294
5,23,38451,1430,200,55,1,1,0,0,0.05106354754521915,0,26.870020964360588,0.005201289919900136
11,27,37469,356,475,134,1,1,0,0,0.022682182926135656,0,104.95518207282913,0.012676808113157193
18,3,32,2688,0,1,0,0,0,0,0.0035001465859522372,1,0.01190033469691335,0.0
9,10,31351,451,416,16,1,1,1,0,0.06416346380285712,0,69.36061946902655,0.013268690992600153
21,3,194,7099,9,28,0,0,1,0,0.002541632245465799,1,0.02732394366197183,0.046153846153846156
7,29,4508,1441,330,142,1,1,0,0,0.06563616301320543,0,3.1262135922330097,0.07318695941450433
23,9,23,6510,16,12,1,0,0,0,0.010180320966073542,1,0.003532483489479343,0.6666666666666666
18,6,42,934,15,26,0,1,0,0,0.010809099178426847,1,0.044919786096256686,0.3488372093023256
29,5,221,5709,13,8,0,1,0,0,0.017296608614064506,1,0.03870402802101576,0.05855855855855856
21,11,12304,1384,246,50,1,1,0,0,0.09733948419562108,0,8.88375451263538,0.01999187322226737
24,5,86,6566,2,14,0,1,1,0,0.017045288537078384,1,0.013095781940003045,0.022988505747126436
21,5,14,4379,18,6,0,1,0,0,0.0017544155002703033,1,0.0031963470319634705,1.2
21,18,47183,1961,350,60,0,1,1,0,0.11836388460437366,0,24.04841997961264,0.007417768735164462
20,3,227,3787,0,1,0,0,0,0,0.002057954680323748,1,0.05992608236536431,0.0
10,12,48586,649,389,131,0,1,1,0,0.06690029429405932,0,74.7476923076923,0.008006256817667277
18,5,295,5599,15,4,1,1,0,0,0.012177968265132462,1,0.05267857142857143,0.05067567567567568
28,9,71,5173,17,11,0,0,0,0,0.004502532542871576,1,0.013722458446076537,0.2361111111111111
16,3,224,3713,3,10,0,0,1,0,0.006091722881761479,1,0.06031233171782445,0.013333333333333334
9,22,26677,1870,375,93,0,1,0,0,0.05948854415869028,0,14.258150721539284,0.014056525976460005
29,6,83,2816,1,6,1,0,0,0,0.01660830481709853,1,0.029463968761093362,0.011904761904761904
11,14,20366,1506,199,87,0,1,1,0,0.077576572424327,0,13.514266755142668,0.009770707517061914
10,13,23630,1163,67,142,1,1,1,0,0.08309647762804949,0,20.30068728522337,0.002835258770259405
18,8,102,2099,9,25,0,0,1,0,0.016205747211363922,1,0.04857142857142857,0.08737864077669903
19,6,91,613,8,16,1,0,0,0,0.01294880483913692,1,0.1482084690553746,0.08695652173913043
6,23,3855,128,360,77,1,1,1,0,0.021893486802566767,0,29.88372093023256,0.09336099585062241
13,23,19000,436,314,103,1,0,0,0,0.06766603222194763,0,43.47826086956522,0.01652544602915636
7,24,19103,1057,309,149,0,1,0,0,0.042534909152085194,0,18.05576559546314,0.01617462311557789
14,32,14021,892,91,89,0,1,0,0,0.09826430598941857,0,15.7010078387458,0.0064898017401226644
8,8,21249,1190,468,147,0,1,0,0,0.10878746428906105,0,17.84130982367758,0.022023529411764706
22,2,89,5801,17,8,1,0,0,0,0.006374503598766308,1,0.015339538090313685,0.18888888888888888
13,5,43376,1928,137,110,0,0,0,0,0.05718946217041809,0,22.486262312078797,0.003158355810683081
19,18,33675,702,440,28,0,1,0,0,0.0572138757024291,0,47.90184921763869,0.01306568476066041
20,19,7548,1161,403,49,1,1,1,0,0.0530146521408416,0,6.495697074010327,0.05338455424559544
14,9,29487,1504,250,26,0,1,1,0,0.11250716100200685,0,19.592691029900333,0.00847802495930548
17,6,84,7223,3,20,0,0,0,0,0.01153482254059215,1,0.011627906976744186,0.03529411764705882
6,15,23674,1481,331,90,0,1,1,0,0.04096886222909006,0,15.974358974358974,0.013980992608236537
13,6,29395,141,383,78,1,1,1,0,0.0925182948014103,0,207.00704225352112,0.013028983535174853
18,9,258,6222,12,17,0,1,0,0,0.013655969003175726,1,0.04145910332636992,0.04633204633204633
8,9,12905,1538,422,55,0,1,1,0,0.03708252453596598,0,8.385315139701104,0.03269796993646366
21,3,186,3005,12,1,1,0,0,0,0.0016251682916367583,1,0.06187624750499002,0.06417112299465241
16,2,51,4458,16,22,1,0,0,0,0.0126487010304991,1,0.011437542049786947,0.3076923076923077
29,4,224,1458,1,3,0,1,0,0,0.016284180133508224,1,0.15352981494174092,0.0044444444444444444
16,8,19279,1429,192,34,0,1,1,0,0.10122492422148226,0,13.481818181818182,0.00995850622406639
21,32,49809,192,155,14,0,1,1,0,0.10384137124230285,0,258.0777202072539,0.003111824934752058
16,2,84,1763,6,12,0,0,0,0,0.006968648364414052,1,0.047619047619047616,0.07058823529411765
27,4,205,730,11,20,1,1,1,0,0.01132955650108481,1,0.280437756497948,0.05339805825242718
17,25,24473,81,429,141,0,1,0,0,0.014046780839071387,0,298.4512195121951,0.01752880607992155
11,18,48417,1514,316,118,1,1,0,0,0.08800728822716106,0,31.95841584158416,0.006526498409682349
26,2,217,4201,6,0,0,1,0,0,0.01188022993944454,1,0.05164207520228463,0.027522935779816515
13,7,21366,1101,151,40,1,1,0,0,0.07575627405793423,0,19.388384754990927,0.007066972434127392
21,7,14169,1095,77,47,0,1,1,0,0.06916111070394235,0,12.927919708029197,0.005434015525758645
28,8,38,784,14,2,0,0,0,0,0.00575334956406494,1,0.048407643312101914,0.358974358974359
24,4,154,2627,7,18,0,0,1,0,0.011379301450998682,1,0.05859969558599695,0.04516129032258064
15,29,43219,626,336,71,0,1,1,0,0.06022642015545719,0,68.9298245614035,0.007774178621008793
29,1,202,4972,13,3,0,1,0,0,0.011373184579829759,1,0.04061934446008446,0.06403940886699508
15,6,99,5489,18,10,0,1,0,0,0.015588868263124835,1,0.018032786885245903,0.18
26,1,291,2509,16,5,0,0,1,0,0.01615537026074287,1,0.11593625498007969,0.0547945205479452
16,5,24523,246,205,84,0,1,0,0,0.011264776963702755,0,99.2834008097166,0.008359158375468929
13,29,26013,298,329,60,1,1,1,0,0.03829350466267913,0,87.0,0.012647036211270854
19,8,72,2581,4,21,0,0,0,0,0.007315473779268891,1,0.027885360185902403,0.0547945205479452
27,3,42,5317,19,25,1,0,0,0,0.002479744132527346,1,0.007897705904475368,0.4418604651162791
17,13,11137,606,26,93,1,0,1,0,0.07791971801387479,0,18.347611202635914,0.0023343508708924404
24,1,153,6368,6,13,0,0,0,0,0.01675969203418095,1,0.024022609514837492,0.03896103896103896
20,16,23849,1158,404,19,1,1,1,0,0.05974069149638451,0,20.577221742881793,0.016939203354297695
24,2,275,1488,14,6,0,0,0,0,0.01145324818241282,1,0.18468770987239758,0.050724637681159424
23,8,252,5782,17,28,1,1,0,0,0.01986871902723192,1,0.04357599861663496,0.06719367588932806
7,25,14871,1141,130,112,1,1,1,0,0.08929077508910808,0,13.021891418563923,0.008741258741258742
16,20,28671,1542,285,107,1,1,0,0,0.0492230346908466,0,18.581335061568375,0.009940011160714286
9,6,21169,1100,337,81,1,1,1,0,0.10020705314977078,0,19.22706630336058,0.015918752952290977
21,1,125,6553,0,14,0,0,1,0,0.01903576212940301,1,0.019072322245956667,0.0
12,16,48566,1048,184,91,0,1,0,1,0.05177189880038524,0,46.297426120114395,0.0037885807235365576
27,6,189,6626,1,13,0,0,0,0,0.01603125989278215,1,0.028519692168401993,0.005263157894736842
17,4,21,5631,18,3,0,0,0,0,0.007232828912342293,1,0.003728693181818182,0.8181818181818182
21,1,265,523,14,28,0,0,0,0,0.01648688535165874,1,0.5057251908396947,0.05263157894736842
9,5,19570,579,104,40,1,1,0,0,0.0811930047944401,0,33.741379310344826,0.0053139849777732355
10,12,29327,587,360,140,0,1,1,0,0.040673558309544125,0,49.875850340136054,0.012274959083469721
20,8,56,918,16,10,1,1,0,0,0.0009372151155840736,1,0.060935799782372145,0.2807017543859649
25,7,85,4943,8,15,0,0,1,0,0.01131992704398488,1,0.017192556634304208,0.09302325581395349
26,6,230,1144,5,5,0,1,0,0,0.004948506701854685,1,0.20087336244541484,0.021645021645021644
20,24,38809,557,57,141,0,1,1,0,0.0887024841556447,0,69.55017921146954,0.0014686936356609122
17,7,270,3646,11,14,0,0,1,0,0.010925718983835705,1,0.07403345215245408,0.04059040590405904
7,34,47215,248,239,86,1,1,0,0,0.010343678461210879,0,189.61847389558233,0.005061843442900712
15,7,9225,1722,410,32,0,1,0,0,0.025437616998985044,0,5.354033662217064,0.04443962714068936
14,18,37013,1795,192,73,1,1,1,0,0.02070095051815484,0,20.60857461024499,0.00518722645485492
24,7,185,6256,9,11,0,1,0,0,0.003034917875856935,1,0.029566885088700656,0.04838709677419355
16,5,173,7221,17,19,0,0,1,0,0.013995885641949432,1,0.023954583217945167,0.09770114942528736
18,7,148,2220,0,24,0,1,0,0,0.015171829121967672,1,0.06663665015758667,0.0
18,18,2222,1981,479,96,1,1,1,0,0.11516087169678216,0,1.1210898082744702,0.21547458389563653
6,10,9822,723,141,27,0,1,1,0,0.06819234746154765,0,13.566298342541437,0.014354066985645933
20,9,45480,379,231,14,0,1,0,0,0.015055852671222135,0,119.6842105263158,0.005079043996394098
15,28,29596,166,178,73,1,1,1,0,0.025980372864918493,0,177.22155688622755,0.00601412305301213
10,31,26119,1694,462,83,0,1,1,0,0.05490580829041522,0,15.409439528023599,0.01768759571209801
16,33,23826,1323,357,71,0,1,1,0,0.07067631525825033,0,17.99546827794562,0.014983002476182483
27,7,171,3341,7,26,0,0,1,0,0.0058954115743237905,1,0.05116696588868941,0.040697674418604654
22,7,253,867,14,28,1,1,0,0,0.011573600105599711,1,0.29147465437788017,0.05511811023622047
27,7,179,2366,19,24,0,1,0,0,0.01307848980134628,1,0.07562315166877905,0.10555555555555556
23,5,264,2135,7,25,0,0,1,0,6.0688558058457076e-05,1,0.12359550561797752,0.026415094339622643
24,1,113,5205,10,2,0,1,0,0,0.0074783205443713354,1,0.021705724164425663,0.08771929824561403
5,26,425,452,314,77,0,1,0,0,0.09448895477478908,0,0.9381898454746137,0.7370892018779343
16,18,22743,82,461,127,1,1,1,0,0.10634018262566787,0,274.0120481927711,0.02026908195568062
20,9,48970,1766,287,144,0,1,1,0,0.019912553282445122,0,27.7136389360498,0.005860611382246635
24,8,135,3262,4,7,0,0,0,0,0.016620308061069265,1,0.04137296965982225,0.029411764705882353
11,27,36952,552,103,114,1,1,0,0,0.11757027188497636,0,66.82097649186257,0.002787324439152437
6,28,35486,1782,483,42,0,0,1,0,0.05188341197900017,0,19.90241166573191,0.013610617972778764
20,18,44774,179,234,132,1,1,0,0,0.07796939221230773,0,248.74444444444444,0.0052261306532663315
17,5,50,7028,9,6,0,0,0,0,0.014843320542002532,1,0.007113387395077536,0.17647058823529413
10,27,43420,988,43,93,1,1,0,0,0.089824594683737,0,43.902932254802835,0.0009903042306717948
28,5,3,4329,5,6,0,0,1,0,0.00930748237497318,1,0.0006928406466512702,1.25
9,24,48225,1675,453,66,1,1,1,0,0.10750580265870126,0,28.77386634844869,0.009393273338033426
20,24,15266,378,160,134,1,1,0,0,0.07888816892455278,0,40.27968337730871,0.010480120521385996
29,5,70,5529,10,0,1,1,0,0,0.000247423657338639,1,0.012658227848101266,0.14084507042253522
13,33,38556,183,346,72,1,1,1,0,0.06493186002195372,0,209.54347826086956,0.008973727209067096
5,24,14212,530,376,37,1,1,0,0,0.06691201547328497,0,26.764595103578156,0.026454654189826215
20,5,47,5466,15,29,0,0,1,0,0.018926580198775893,1,0.00859703676605085,0.3125
16,2,240,3484,14,28,1,0,0,0,0.005711391330592448,1,0.06886657101865136,0.058091286307053944
20,14,41751,986,361,130,0,1,1,0,0.1151898760888456,0,42.30091185410334,0.00864629239317877
6,23,15673,1565,18,111,1,1,0,0,0.06905988087056582,0,10.008301404853128,0.0011483986219216536
19,19,20519,1683,240,72,1,1,0,0,0.06416045003438628,0,12.184679334916865,0.011695906432748537
28,8,2,4553,17,21,0,1,1,0,0.007530744385433106,1,0.0004391743522178305,5.666666666666667
13,12,10972,1148,107,81,0,1,1,0,0.021146903254585667,0,9.54917319408181,0.00975120750934111
13,32,25951,938,436,26,1,1,0,0,0.02295879343744527,0,27.636847710330137,0.016800246609124537
29,5,54,3887,18,5,1,1,0,0,0.017133778079886593,1,0.013888888888888888,0.32727272727272727
20,4,166,3882,8,11,1,0,0,0,0.017436647179859852,1,0.04275045068246201,0.04790419161676647
6,12,36733,674,324,134,1,1,0,0,0.017234454681803322,0,54.419259259259256,0.008820166603146948
6,14,18958,840,132,21,0,0,0,0,0.034931202871637736,0,22.542211652794293,0.006962392531251648
11,7,48275,599,70,125,1,1,1,0,0.078752480241716,0,80.45833333333333,0.001449995857154694
17,12,7276,1633,107,64,1,1,1,0,0.03166352905693806,0,4.452876376988984,0.01470386148137969
14,7,5044,1428,318,94,1,1,0,0,0.07575184980879712,0,3.529741077676697,0.06303270564915758
23,6,61,1031,14,10,1,0,0,0,0.008911877090688382,1,0.05910852713178295,0.22580645161290322
13,5,44328,1684,177,33,0,1,1,0,0.023497626927103773,0,26.307418397626112,0.003992871483678856
16,2,265,1852,11,6,1,0,0,0,0.01584685823628725,1,0.1430113329735564,0.041353383458646614
23,0,259,4518,3,11,0,0,0,0,0.002988355538225416,1,0.057313564947997345,0.011538461538461539
8,28,132,1098,150,102,0,1,1,0,0.06452308205266111,0,0.12010919017288443,1.1278195488721805
18,3,90,6189,3,25,0,0,0,0,0.0003499260325099174,1,0.014539579967689823,0.03296703296703297
11,7,30099,968,93,138,0,1,0,0,0.05351403231077064,0,31.061919504643964,0.0030897009966777407
21,1,12,3417,11,25,0,0,0,0,0.015138608663644958,1,0.003510825043885313,0.8461538461538461
27,7,211,4324,9,26,1,0,0,0,0.016073179700000377,1,0.04878612716763006,0.04245283018867924
17,5,76,5061,16,18,0,0,0,0,0.0018898573666499075,1,0.0150138285262742,0.2077922077922078
17,2,277,1082,15,20,0,0,0,0,0.017639153370554654,1,0.25577100646352724,0.0539568345323741
18,7,212,5417,9,10,0,1,0,0,0.00967508303351805,1,0.039128829826504244,0.04225352112676056
20,31,16010,637,217,13,1,1,0,0,0.09155969448432938,0,25.094043887147336,0.013553182187246268
7,31,17805,1328,460,73,1,1,0,0,0.040142278914264855,0,13.397291196388261,0.025833988543187688
26,2,109,3414,13,26,1,1,0,0,0.012891863260220002,1,0.03191800878477306,0.11818181818181818
20,7,214,6371,4,19,1,0,0,0,0.0029761660638215836,1,0.03358443188951663,0.018604651162790697
12,21,22385,921,446,122,1,1,0,0,0.07813637093280011,0,24.27874186550976,0.01992316626462968
25,8,107,2780,15,26,0,1,0,0,0.019499299604741917,1,0.038475368572455954,0.1388888888888889
28,8,271,1079,6,22,0,1,0,0,0.01907195871629906,1,0.25092592592592594,0.022058823529411766
13,23,46901,1124,115,72,0,1,1,0,0.06311183915418628,0,41.68977777777778,0.002451921026821884
18,31,46498,122,212,75,0,1,1,0,0.10189598051966207,0,378.0325203252033,0.004559237833071679
22,4,222,4919,10,7,0,1,0,0,0.010043060374030664,1,0.045121951219512194,0.04484304932735426
6,19,24467,1263,97,49,1,1,1,0,0.01703536865010535,0,19.356803797468356,0.003964361615170836
24,5,42,7169,6,17,0,1,0,0,0.013542761611575922,1,0.005857740585774059,0.13953488372093023
17,9,299,4008,15,2,0,0,1,0,0.017095375384404168,1,0.07458219007233724,0.05
15,28,39504,387,248,76,0,1,1,0,0.115295917263243,0,101.81443298969072,0.006277686368814074
15,15,34491,1631,79,124,1,1,1,0,0.06194163730339336,0,21.134191176470587,0.002290386176504697
17,0,99,3845,12,2,0,0,0,0,0.0008141434722504237,1,0.02574102964118565,0.12
14,22,7039,557,473,102,0,1,0,0,0.07629768963468173,0,12.614695340501791,0.0671875
21,17,25967,1163,255,48,0,1,0,0,0.09057109270951967,0,22.308419243986254,0.00981977818853974
26,0,222,3670,0,9,1,0,0,0,0.0026518970945666933,1,0.060473985290111686,0.0
24,2,31,1739,4,0,1,1,0,0,0.0021147027301221134,1,0.017816091954022988,0.125
17,2,295,3058,16,23,0,1,0,0,0.0005890741785171771,1,0.09643674403399805,0.05405405405405406
12,29,33116,1187,423,84,0,1,1,0,0.025143729068710714,0,27.875420875420875,0.01277289609566084
16,4,154,701,19,21,0,0,1,0,0.007981894683895083,1,0.21937321937321938,0.12258064516129032
18,1,65,3810,17,21,0,0,0,0,0.008399204244523846,1,0.01705589084229861,0.25757575757575757
16,6,28,6048,8,21,0,0,0,0,0.003961300284825002,1,0.004628864275086791,0.27586206896551724
25,5,114,3852,6,25,1,0,0,0,0.01406015635474286,1,0.02958733454451077,0.05217391304347826
16,20,13381,803,203,35,0,1,1,0,0.031242123287991537,0,16.643034825870647,0.015169630847406964
27,8,197,6528,9,29,0,0,0,0,0.011048603339429178,1,0.03017307397763823,0.045454545454545456
26,2,299,942,1,1,0,0,0,0,0.0014012409197849318,1,0.3170731707317073,0.0033333333333333335
15,3,164,3965,6,8,0,0,0,0,0.007963464453707584,1,0.04135148764498235,0.03636363636363636
20,21,19506,1235,285,136,1,1,1,0,0.03890689695909612,0,15.781553398058252,0.014610139949761625
25,0,283,1714,4,28,0,0,0,0,0.018011324706369083,1,0.16501457725947521,0.014084507042253521
15,26,21112,192,262,59,1,0,1,0,0.06229371090502713,0,109.38860103626943,0.012409415999621087
27,3,76,3038,6,1,0,1,0,0,0.007827981780735141,1,0.025008226390259954,0.07792207792207792
12,6,32493,265,186,104,0,1,0,0,0.08688366311654283,0,122.15413533834587,0.005724133686218994
22,7,67,897,11,0,0,1,0,0,0.01918987193656012,1,0.07461024498886415,0.16176470588235295
18,29,2143,193,22,82,1,1,1,0,0.11811224028213821,0,11.04639175257732,0.010261194029850746
7,34,19660,1108,39,36,0,1,0,0,0.1166790438093989,0,17.727682596934176,0.0019836223996744823
17,8,237,1023,10,4,0,0,0,0,0.019766091351815968,1,0.2314453125,0.04201680672268908
20,5,75,819,2,29,0,1,0,0,0.004276532278249816,1,0.09146341463414634,0.02631578947368421
28,5,97,4620,8,24,0,0,0,0,0.0009153490630053863,1,0.0209911274615884,0.08163265306122448
22,5,145,2874,8,18,0,1,1,0,0.010354778729883394,1,0.050434782608695654,0.0547945205479452
24,3,298,4180,6,17,0,1,0,0,0.0015974134799259976,1,0.0712748146376465,0.020066889632107024
26,2,114,7078,15,14,1,1,1,0,0.0018704659265399459,1,0.016103969487215708,0.13043478260869565
7,26,39617,1827,202,104,1,1,0,0,0.03362954705145481,0,21.672319474835888,0.005098692513503963
19,7,224,3019,15,8,0,0,0,0,0.010433600650268729,1,0.07417218543046358,0.06666666666666667
23,7,225,3904,10,25,0,0,1,0,0.0075274974729838354,1,0.05761843790012804,0.04424778761061947
26,9,156,2401,14,23,0,0,0,0,0.013101589605844904,1,0.0649458784346378,0.08917197452229299
22,5,159,5409,9,0,0,0,0,0,0.0036445558075557717,1,0.029390018484288356,0.05625
17,21,9474,616,73,35,0,1,1,0,0.09756404358919406,0,15.354943273905997,0.007704485488126649
25,1,67,4319,14,21,0,0,0,0,0.011812069790479619,1,0.015509259259259259,0.20588235294117646
14,14,10676,1569,362,119,1,1,1,0,0.06756833438610672,0,6.8,0.03390465486559895
21,27,32348,869,186,52,0,1,1,1,0.013857840742638575,0,37.1816091954023,0.005749791338217565
14,32,44419,541,108,127,0,1,0,0,0.012866110807457712,0,81.95387453874538,0.002431337235479514
9,32,39037,125,17,77,1,1,1,0,0.10960958272659492,0,309.8174603174603,0.0004354731287463497
21,21,11627,1241,390,31,0,1,1,0,0.04752345439857458,0,9.361513687600644,0.033539731682146544
18,3,113,6494,9,12,0,1,0,0,0.016842524990172567,1,0.017397998460354117,0.07894736842105263
27,4,171,5397,6,2,1,1,0,0,0.018742326918869723,1,0.03167839940718785,0.03488372093023256
17,7,10,5724,5,4,0,1,1,0,0.005720076336845255,1,0.0017467248908296944,0.45454545454545453
26,4,292,1949,8,25,0,0,1,0,0.010129150908904577,1,0.14974358974358976,0.027303754266211604
21,7,70,2821,8,4,0,0,1,0,0.01820543111864545,1,0.024805102763997167,0.11267605633802817
21,9,95,2115,0,9,1,1,0,0,0.007536297225448279,1,0.04489603024574669,0.0
8,26,30028,1813,325,120,0,0,1,0,0.010858924019841981,0,16.553472987872105,0.010822871224483
17,2,73,1496,3,25,1,0,1,0,0.011603118199215483,1,0.04876419505678023,0.04054054054054054
6,32,28178,658,16,78,0,1,1,0,0.037347553092391364,0,42.758725341426405,0.0005677987153554065
13,11,2631,50,475,30,1,1,1,0,0.025690778109216057,0,51.588235294117645,0.1804711246200608
13,28,1250,799,352,97,0,1,1,0,0.06552822365281323,0,1.5625,0.28137490007993604
19,15,45915,853,263,87,1,0,1,0,0.08487684556886343,0,53.76463700234192,0.005727850858088684
29,3,113,2859,11,1,0,1,0,0,0.00916748383510124,1,0.03951048951048951,0.09649122807017543
12,12,42481,1771,156,102,0,1,0,0,0.10908741702891563,0,23.973476297968396,0.0036721434960689235
15,1,285,3419,13,26,0,1,1,0,0.010087811665092483,1,0.08333333333333333,0.045454545454545456
17,30,48013,1560,172,148,0,1,1,0,0.023557907895186494,0,30.757847533632287,0.003582288499187737
19,2,267,1048,15,14,0,1,0,0,0.006933115998947302,1,0.25452812202097236,0.055970149253731345
10,8,24931,665,153,10,1,1,1,0,0.039420092105180736,0,37.433933933933936,0.006136691801700626
20,30,19413,474,260,27,0,1,0,0,0.05696498900461247,0,40.869473684210526,0.0133923972391058
17,27,35436,321,269,81,0,0,0,0,0.0326850951173171,0,110.04968944099379,0.007590936027316082
19,6,34922,1314,11,38,0,1,0,0,0.059522727772663146,0,26.556653992395436,0.00031497866735389284
26,1,57,4306,7,21,0,1,0,0,0.007136034602666033,1,0.013234269793359647,0.1206896551724138
24,8,291,2568,9,2,1,0,1,0,0.011942846975816776,1,0.11327364733359284,0.030821917808219176
14,9,49699,946,478,18,0,1,1,0,0.04253427443168054,0,52.480464625131994,0.009617706237424547
22,0,187,4126,11,25,0,0,0,0,0.01762256792609221,1,0.04531136418706082,0.05851063829787234
21,1,32,7443,4,1,0,0,1,0,0.006581188282024149,1,0.004298764105319721,0.12121212121212122
19,22,20861,1767,445,138,0,1,0,0,0.022615876093844814,0,11.79920814479638,0.02133064902693893
18,0,159,1311,4,3,0,1,0,0,0.017527938754888787,1,0.1211890243902439,0.025
6,13,967,1160,253,140,0,1,0,0,0.04116605124727891,0,0.8329026701119724,0.26136363636363635
21,5,178,2338,8,27,0,0,0,0,0.009075312784568149,1,0.07610089781958101,0.0446927374301676
16,8,22936,1475,352,15,0,1,1,0,0.11791025849529294,0,15.53929539295393,0.015346383572393948
25,6,217,6791,18,17,0,1,0,0,0.005017559582078968,1,0.031949352179034156,0.08256880733944955
16,6,86,1723,9,10,0,0,0,0,0.017949727604679108,1,0.04988399071925754,0.10344827586206896
6,31,767,246,387,56,0,1,0,0,0.07326708620407266,0,3.1052631578947367,0.50390625
8,23,35220,331,442,66,0,1,1,0,0.08696550619282452,0,106.08433734939759,0.012549331364810767
23,6,97,1671,0,25,1,0,0,0,0.0004994204967936478,1,0.05801435406698564,0.0
28,7,61,2149,3,18,1,0,0,0,0.011208736856960248,1,0.028372093023255815,0.04838709677419355
16,23,41384,779,388,135,0,1,1,0,0.08443356312324715,0,53.05641025641026,0.009375377552253232
26,7,0,2398,16,14,1,0,0,0,0.009869468832188104,1,0.0,16.0
19,18,1588,970,235,113,1,1,1,0,0.08171038674062471,0,1.635427394438723,0.14789175582127123
25,5,271,1029,14,17,0,1,1,0,0.00458956916499736,1,0.26310679611650484,0.051470588235294115
21,27,38268,509,107,23,1,1,1,0,0.08131036268697436,0,75.03529411764706,0.0027959967597794557
10,24,6637,1091,366,62,0,1,0,0,0.090435755942363,0,6.077838827838828,0.055137089484784574
12,16,35472,940,446,140,1,1,0,0,0.06649504040062196,0,37.69606801275239,0.012572942801567389
23,7,40,3541,8,2,1,0,0,0,0.005186361688379444,1,0.01129305477131564,0.1951219512195122
19,26,29946,1777,385,73,0,1,1,0,0.059494916435893504,0,16.84251968503937,0.012856045680702574
23,2,30,2470,1,27,1,0,0,0,0.007134854353862705,1,0.012140833670578713,0.03225806451612903
5,21,45888,389,340,26,1,1,0,0,0.11535190964289753,0,117.66153846153846,0.007409183028612522
23,6,105,6389,1,15,1,1,1,0,0.0029736352364492058,1,0.01643192488262911,0.009433962264150943
21,2,149,1305,7,15,0,1,0,0,0.009446727217914655,1,0.11408882082695253,0.04666666666666667
20,9,163,1198,5,5,0,1,0,0,0.019641694801151563,1,0.1359466221851543,0.03048780487804878
16,30,44436,1512,318,71,1,1,1,0,0.10732326012887033,0,29.3694646397885,0.007156198663276099
7,13,27406,1319,218,120,1,0,1,0,0.06977068759683833,0,20.76212121212121,0.007954172291750283
21,4,274,1255,11,21,0,0,0,0,0.014436672030515412,1,0.21815286624203822,0.04
21,6,176,5210,0,23,0,1,0,0,0.006227056868566299,1,0.03377470734983688,0.0
18,3,228,1567,19,2,0,0,1,0,0.010391569702024378,1,0.14540816326530612,0.08296943231441048
12,32,16401,1555,499,46,1,1,1,0,0.04986534774495688,0,10.540488431876607,0.030423119131813194
20,3,96,5208,7,27,0,1,0,0,0.0031216636442080747,1,0.01842964100595124,0.07216494845360824
19,9,168,1341,3,12,0,1,0,0,0.004110635438410895,1,0.12518628912071536,0.01775147928994083
14,8,49978,1333,466,104,1,1,0,0,0.11890950120369906,0,37.46476761619191,0.00932391604473879
24,7,168,5361,6,9,0,0,0,0,0.0012645785645139318,1,0.031331592689295036,0.03550295857988166
18,6,278,3432,6,26,0,0,1,0,0.0195420372568244,1,0.0809787357995922,0.021505376344086023
7,17,35668,1665,46,121,0,1,0,0,0.01860262226022042,0,21.4093637454982,0.0012896352575065182
17,1,121,627,14,26,0,1,1,0,0.012227558773202637,1,0.1926751592356688,0.11475409836065574
10,12,16153,1391,236,148,0,1,0,1,0.041599241409092276,0,11.604166666666666,0.014609384672526928
19,5,100,2038,3,22,0,1,0,0,0.015257032906115272,1,0.04904364884747425,0.0297029702970297
